ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,VPH_INTER
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,033,65,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,034,96,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,035,80,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,038,74,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,039,84,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,040,100,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,041,55,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,042,89,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,045,79,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,046,58,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,047,79,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,048,1,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,049,6,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2172,050,7,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2191,000,1564,108
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,001,56,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,002,57,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,003,47,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,004,38,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,005,31,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,006,28,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,007,47,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,008,109,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,009,102,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,010,102,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,011,93,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,012,4,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,013,20,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,014,35,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,015,30,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,016,95,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,017,80,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,018,87,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,019,60,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,020,105,12
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,021,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,022,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,023,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,024,55,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,025,54,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,026,38,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,027,73,10
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,028,57,12
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2191,029,61,11
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2204,000,2295,83
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,001,102,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,002,10,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,003,99,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,004,129,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,005,121,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,006,81,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,007,113,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,008,13,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,009,107,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,010,119,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,011,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,012,86,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,013,94,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,014,98,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,015,105,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,016,69,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,017,50,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,018,45,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,019,54,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,020,78,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,021,52,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,022,95,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,023,50,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,024,81,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,025,49,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,026,127,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,027,54,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,028,54,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,029,30,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,030,68,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2204,031,62,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2219,000,1953,110
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,001,110,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,002,82,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,003,85,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,004,96,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,005,73,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,006,63,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,007,62,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,008,90,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,009,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,010,113,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,011,109,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,012,94,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,013,68,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,014,83,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,015,75,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,016,44,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,017,31,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,018,47,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,019,45,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,020,66,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,021,68,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,022,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,023,80,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,024,96,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,025,93,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,026,91,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,027,89,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2219,028,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2238,000,2522,128
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,001,117,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,002,115,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,003,105,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,004,112,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,005,105,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,006,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,007,128,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,008,107,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,009,94,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,010,132,10
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,011,112,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,012,2,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,013,110,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,014,88,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,015,94,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,016,128,10
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,017,118,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,018,133,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,019,110,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,020,94,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,021,102,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,022,119,15
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,023,110,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,024,52,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,025,53,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2238,026,82,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2242,000,2320,154
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,001,72,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,002,89,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,003,67,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,004,72,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,005,85,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,006,63,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,007,136,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,008,101,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,009,82,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,010,77,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,011,86,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,012,48,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,013,75,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,014,129,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,015,86,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,016,112,11
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,017,106,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,018,70,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,019,129,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,020,112,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,021,88,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,022,39,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,023,127,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,024,103,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,025,119,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,026,21,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2242,027,26,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2257,000,30,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2257,001,30,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2280,000,146,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,001,2,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,002,16,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,003,47,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,004,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,005,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,006,9,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,007,17,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,008,44,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,009,8,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,010,3,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,011,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2280,012,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2295,000,2853,228
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,001,61,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,002,85,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,003,85,11
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,004,54,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,005,63,11
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,006,47,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,007,65,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,008,63,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,009,59,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,010,70,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,011,76,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,012,94,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,013,91,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,014,106,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,015,53,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,016,78,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,017,58,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,018,65,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,020,72,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,021,84,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,022,84,10
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,023,85,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,024,78,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,025,82,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,026,91,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,027,93,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,028,66,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,029,76,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,030,85,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,031,69,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,032,49,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,033,81,10
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,034,93,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,035,71,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,036,72,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,037,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,038,24,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,039,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,040,70,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,041,66,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,042,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,043,86,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2295,044,3,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2308,000,3313,252
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,001,110,14
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,002,127,10
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,003,29,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,004,121,11
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,005,34,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,006,137,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,007,130,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,008,116,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,009,58,12
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,010,85,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,011,87,12
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,012,117,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,013,142,24
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,014,90,8
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,015,76,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,016,90,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,017,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,018,75,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,019,87,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,020,103,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,021,65,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,022,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,023,115,3
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,024,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,025,41,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,026,49,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,027,90,6
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,028,75,7
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,029,74,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,030,98,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,031,120,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,032,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,033,103,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,034,24,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,035,88,23
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,036,20,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,037,45,11
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,038,16,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,039,17,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,040,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,041,17,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,042,60,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,043,91,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,044,73,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,045,39,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,046,91,5
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2308,047,88,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2312,000,2207,9
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,001,63,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,002,71,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,003,72,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,004,64,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,005,92,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,006,66,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,007,79,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,008,57,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,009,96,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,010,127,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,011,111,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,012,133,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,013,3,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,014,70,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,015,54,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,016,95,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,017,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,018,37,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,019,89,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,020,129,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,021,93,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,022,69,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,023,71,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,024,28,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,025,38,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,026,48,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,027,98,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,028,89,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,029,56,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2312,030,109,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2416,000,248,14
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2416,001,28,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2416,002,46,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2416,003,81,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2416,004,77,4
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2416,005,16,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2435,000,401,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,001,50,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,002,80,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,003,44,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,004,31,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,005,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,006,11,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,007,34,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,008,14,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,009,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,010,19,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,011,23,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,012,31,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,013,10,*
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,014,0,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,015,29,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Chetumal,2435,016,25,0
23,Quintana Roo,004,Oth¾n P. Blanco,0001,Total AGEB urbana,2473,000,1560,123
